user_id,home_city,preferred_device,account_age_days,signup_date,ip_risk_band,baseline_tx_mean_gbp,baseline_tx_std_gbp,is_night_owl
U001659,Leeds,desktop,247,2025-06-14,low,181.34,62.17,0
U001660,Glasgow,mobile,50,2025-12-28,low,47.99,16.34,0
U001661,Leeds,mobile,27,2026-01-20,low,110.43,35.65,0
U001662,Birmingham,mobile,418,2024-12-25,low,54.19,16.37,0
U001663,Leeds,mobile,216,2025-07-15,low,57.22,16.41,0
U001664,Norwich,mobile,240,2025-06-21,low,129.88,41.39,0
U001665,Birmingham,mobile,380,2025-02-01,low,59.8,14.75,1
U001666,London,desktop,303,2025-04-19,low,58.99,22.9,0
U001667,Birmingham,mobile,449,2024-11-24,low,137.42,43.67,0
U001668,London,mobile,14,2026-02-02,medium,177.43,46.53,1
U001669,Birmingham,mobile,344,2025-03-09,low,105.07,30.46,1
U001670,Manchester,mobile,475,2024-10-29,low,51.41,18.57,0
U001671,Birmingham,mobile,84,2025-11-24,low,55.65,12.93,0
U001672,Birmingham,desktop,255,2025-06-06,medium,77.01,19.91,0
U001673,Liverpool,mobile,94,2025-11-14,low,87.93,29.53,0
U001674,Liverpool,mobile,792,2023-12-17,low,42.81,11.26,0
U001675,London,mobile,8,2026-02-08,low,109.69,39.32,0
U001676,London,mobile,216,2025-07-15,low,77.25,17.47,0
U001677,Manchester,mobile,45,2026-01-02,medium,28.68,10.11,0
U001678,London,desktop,311,2025-04-11,low,44.22,9.45,0
U001679,Edinburgh,mobile,48,2025-12-30,low,55.85,11.31,0
U001680,London,desktop,67,2025-12-11,medium,70.8,26.88,0
U001681,Cambridge,mobile,170,2025-08-30,low,208.33,65.89,0
U001682,Glasgow,desktop,615,2024-06-11,low,84.01,22.71,0
U001683,Birmingham,mobile,59,2025-12-19,low,46.41,11.44,1
U001684,London,mobile,38,2026-01-09,low,83.21,26.91,1
U001685,Birmingham,mobile,355,2025-02-26,low,60.72,18.33,0
U001686,Birmingham,desktop,173,2025-08-27,low,88.11,35.1,0
U001687,Leeds,mobile,606,2024-06-20,low,101.42,40.23,0
U001688,Glasgow,mobile,39,2026-01-08,low,143.32,46.87,0
U001689,Liverpool,mobile,259,2025-06-02,low,72.72,20.99,1
U001690,London,desktop,66,2025-12-12,low,181.53,54.14,1
U001691,Leeds,mobile,42,2026-01-05,medium,121.44,40.86,0
U001692,Manchester,desktop,287,2025-05-05,low,49.94,11.0,0
U001693,London,mobile,225,2025-07-06,low,248.49,66.02,0
U001694,Manchester,mobile,351,2025-03-02,medium,88.22,18.97,0
U001695,London,mobile,92,2025-11-16,low,46.56,9.99,0
U001696,London,tablet,148,2025-09-21,low,182.93,43.75,0
U001697,London,mobile,129,2025-10-10,low,231.08,68.64,0
U001698,Cambridge,desktop,1035,2023-04-18,low,72.37,25.83,0
U001699,Bristol,mobile,86,2025-11-22,low,55.87,16.6,0
U001700,Cambridge,mobile,87,2025-11-21,high,67.03,17.9,0
U001701,Leeds,mobile,109,2025-10-30,low,109.19,23.64,1
U001702,London,mobile,207,2025-07-24,low,148.83,46.15,1
U001703,Leeds,desktop,72,2025-12-06,low,100.86,25.64,1
U001704,Leeds,desktop,617,2024-06-09,low,77.94,25.17,1
U001705,London,desktop,77,2025-12-01,low,167.99,66.43,0
U001706,Glasgow,desktop,565,2024-07-31,low,62.05,13.79,0
U001707,London,mobile,27,2026-01-20,low,129.93,31.5,0
U001708,Glasgow,mobile,267,2025-05-25,low,62.9,18.53,0
U001709,Edinburgh,tablet,593,2024-07-03,low,93.42,36.78,0
U001710,London,mobile,46,2026-01-01,low,69.24,24.54,0
U001711,London,desktop,863,2023-10-07,low,71.47,27.13,0
U001712,Liverpool,desktop,150,2025-09-19,low,59.89,15.97,0
U001713,Leeds,mobile,728,2024-02-19,low,154.42,61.52,0
U001714,London,tablet,282,2025-05-10,low,49.25,10.86,0
U001715,Norwich,mobile,89,2025-11-19,medium,49.05,10.33,0
U001716,London,mobile,52,2025-12-26,low,236.64,87.82,0
U001717,Edinburgh,mobile,90,2025-11-18,medium,126.19,48.64,0
U001718,Norwich,mobile,24,2026-01-23,low,19.85,4.33,0
U001719,London,mobile,38,2026-01-09,high,54.01,12.03,1
U001720,London,mobile,27,2026-01-20,low,27.21,5.62,1
U001721,London,desktop,137,2025-10-02,medium,43.69,9.65,0
U001722,London,desktop,396,2025-01-16,low,13.12,3.17,0
U001723,London,mobile,38,2026-01-09,low,68.35,26.93,0
U001724,Edinburgh,mobile,34,2026-01-13,medium,39.33,13.12,1
U001725,London,desktop,257,2025-06-04,low,76.17,27.09,0
U001726,Leeds,mobile,54,2025-12-24,low,30.15,10.71,0
U001727,Norwich,mobile,25,2026-01-22,low,77.14,23.68,0
U001728,Birmingham,mobile,45,2026-01-02,medium,58.66,21.09,0
U001729,Glasgow,mobile,643,2024-05-14,low,168.35,53.73,0
U001730,London,mobile,430,2024-12-13,low,160.17,42.11,0
U001731,Glasgow,tablet,109,2025-10-30,low,113.52,35.44,0
U001732,Bristol,mobile,266,2025-05-26,low,61.58,18.89,0
U001733,Leeds,mobile,192,2025-08-08,low,219.63,80.1,1
U001734,London,mobile,282,2025-05-10,low,31.37,12.43,0
U001735,Birmingham,mobile,286,2025-05-06,low,34.06,9.61,0
U001736,Leeds,mobile,247,2025-06-14,medium,70.38,24.82,0
U001737,London,desktop,77,2025-12-01,low,254.61,56.0,0
U001738,Manchester,desktop,9,2026-02-07,low,65.94,23.43,0
U001739,Manchester,mobile,152,2025-09-17,low,66.63,18.28,0
U001740,Birmingham,desktop,554,2024-08-11,low,33.35,6.93,0
U001741,Leicester,desktop,210,2025-07-21,low,124.0,33.81,1
U001742,Liverpool,desktop,446,2024-11-27,low,124.49,40.1,0
U001743,London,mobile,1195,2022-11-09,low,113.75,25.46,0
U001744,Manchester,mobile,44,2026-01-03,low,52.14,20.06,0
U001745,Leeds,mobile,294,2025-04-28,low,49.96,10.77,0
U001746,London,mobile,280,2025-05-12,low,36.19,13.97,0
U001747,London,mobile,977,2023-06-15,low,77.18,26.35,0
U001748,Liverpool,mobile,1060,2023-03-24,low,40.68,10.82,0
U001749,London,desktop,290,2025-05-02,low,38.57,10.73,0
U001750,Bristol,desktop,69,2025-12-09,low,58.38,20.33,0
U001751,London,desktop,400,2025-01-12,low,56.32,18.04,0
U001752,London,mobile,28,2026-01-19,low,54.82,18.33,0
U001753,London,mobile,379,2025-02-02,low,95.25,26.46,0
U001754,Cambridge,mobile,602,2024-06-24,low,76.97,22.9,0
U001755,Liverpool,mobile,120,2025-10-19,low,62.9,25.03,0
U001756,Birmingham,mobile,248,2025-06-13,low,81.5,19.79,0
U001757,Leeds,mobile,140,2025-09-29,medium,42.72,12.11,0
U001758,London,mobile,143,2025-09-26,medium,78.09,20.18,0
U001759,Bristol,desktop,92,2025-11-16,low,80.06,28.26,0
U001760,Leeds,mobile,359,2025-02-22,low,32.24,11.38,1
U001761,Birmingham,desktop,687,2024-03-31,low,127.44,32.94,0
U001762,London,mobile,706,2024-03-12,low,45.39,9.82,0
U001763,Leeds,mobile,48,2025-12-30,low,77.45,15.67,0
U001764,London,mobile,519,2024-09-15,low,139.83,39.92,0
U001765,London,mobile,334,2025-03-19,low,122.62,34.59,1
U001766,Leicester,mobile,72,2025-12-06,low,75.1,29.87,0
U001767,Leeds,mobile,17,2026-01-30,low,60.38,17.75,1
U001768,Manchester,mobile,77,2025-12-01,low,124.11,31.19,0
U001769,Manchester,mobile,608,2024-06-18,low,106.81,40.4,0
U001770,Leeds,mobile,250,2025-06-11,low,52.45,15.64,0
U001771,Liverpool,desktop,319,2025-04-03,low,47.6,15.22,1
U001772,Birmingham,mobile,74,2025-12-04,low,23.58,5.17,0
U001773,Birmingham,desktop,317,2025-04-05,low,80.22,22.19,0
U001774,Liverpool,mobile,7,2026-02-09,low,70.42,27.38,0
U001775,London,desktop,117,2025-10-22,low,137.68,43.77,0
U001776,Edinburgh,desktop,246,2025-06-15,low,89.79,24.14,1
U001777,Leeds,mobile,39,2026-01-08,medium,153.52,49.91,0
U001778,London,mobile,432,2024-12-11,medium,50.22,19.19,0
U001779,Birmingham,desktop,66,2025-12-12,low,137.82,35.12,0
U001780,London,mobile,264,2025-05-28,low,55.1,16.59,0
U001781,Birmingham,mobile,129,2025-10-10,low,113.03,44.28,0
U001782,Leeds,mobile,226,2025-07-05,low,33.04,7.75,0
U001783,Glasgow,desktop,28,2026-01-19,low,83.87,28.85,0
U001784,Edinburgh,desktop,4,2026-02-12,high,24.74,7.99,0
U001785,Birmingham,mobile,600,2024-06-26,low,63.63,21.38,0
U001786,Glasgow,mobile,78,2025-11-30,low,93.9,25.37,0
U001787,Glasgow,mobile,428,2024-12-15,medium,55.34,14.54,0
U001788,London,mobile,1834,2021-02-08,low,41.36,13.93,0
U001789,Leeds,tablet,59,2025-12-19,low,117.37,28.53,0
U001790,London,mobile,77,2025-12-01,low,69.62,19.77,0
U001791,Leicester,mobile,271,2025-05-21,low,56.3,13.38,1
U001792,Leeds,mobile,841,2023-10-29,low,75.42,15.21,0
U001793,Edinburgh,desktop,618,2024-06-08,low,314.24,123.82,1
U001794,London,mobile,174,2025-08-26,low,138.99,39.8,0
U001795,London,mobile,396,2025-01-16,low,139.69,55.02,1
U001796,Leicester,mobile,36,2026-01-11,medium,93.65,21.36,0
U001797,London,mobile,947,2023-07-15,low,80.77,25.64,0
U001798,London,mobile,833,2023-11-06,low,19.73,4.74,0
U001799,London,mobile,44,2026-01-03,low,50.73,18.16,0
U001800,Birmingham,mobile,88,2025-11-20,low,56.58,20.18,0
U001801,Leicester,desktop,26,2026-01-21,low,26.28,5.85,0
U001802,Manchester,desktop,79,2025-11-29,high,38.99,14.91,0
U001803,London,tablet,423,2024-12-20,low,24.79,5.92,0
U001804,London,mobile,118,2025-10-21,low,72.16,23.28,0
U001805,Liverpool,tablet,23,2026-01-24,low,115.62,45.92,0
U001806,Edinburgh,mobile,104,2025-11-04,low,135.47,51.0,1
U001807,London,mobile,995,2023-05-28,low,92.59,36.23,0
U001808,London,mobile,248,2025-06-13,low,43.39,11.65,0
U001809,London,mobile,134,2025-10-05,low,25.47,5.63,0
U001810,Edinburgh,mobile,45,2026-01-02,low,28.04,6.66,0
U001811,Liverpool,mobile,1070,2023-03-14,low,36.67,11.01,0
U001812,London,mobile,429,2024-12-14,low,45.2,16.21,0
U001813,London,mobile,82,2025-11-26,low,67.5,15.53,0
U001814,London,mobile,18,2026-01-29,low,42.19,14.01,0
U001815,Cambridge,mobile,14,2026-02-02,low,88.8,23.51,0
U001816,London,mobile,32,2026-01-15,low,64.86,17.4,0
U001817,Liverpool,desktop,217,2025-07-14,medium,74.13,24.64,0
U001818,Glasgow,desktop,660,2024-04-27,medium,137.98,40.48,0
U001819,Manchester,mobile,171,2025-08-29,low,38.51,13.96,1
U001820,London,mobile,462,2024-11-11,low,92.79,21.45,0
U001821,London,mobile,147,2025-09-22,low,73.14,26.18,0
U001822,Glasgow,desktop,308,2025-04-14,low,61.35,13.06,0
U001823,Liverpool,mobile,329,2025-03-24,low,119.93,28.64,0
U001824,Glasgow,mobile,47,2025-12-31,low,119.52,39.59,0
U001825,Bristol,mobile,112,2025-10-27,low,43.79,16.25,0
U001826,London,mobile,253,2025-06-08,medium,66.67,16.7,0
U001827,Cambridge,mobile,18,2026-01-29,low,86.03,22.83,0
U001828,Liverpool,desktop,112,2025-10-27,low,63.42,19.5,1
U001829,London,mobile,191,2025-08-09,low,101.67,24.64,0
U001830,Cambridge,mobile,1394,2022-04-24,low,86.03,31.16,0
U001831,Glasgow,desktop,160,2025-09-09,low,201.93,71.63,0
U001832,Glasgow,desktop,423,2024-12-20,low,31.76,7.28,0
U001833,Leicester,mobile,141,2025-09-28,low,68.9,20.17,0
U001834,Birmingham,mobile,397,2025-01-15,low,44.72,15.87,0
U001835,Edinburgh,mobile,226,2025-07-05,low,102.75,27.48,0
U001836,London,desktop,544,2024-08-21,low,30.28,9.89,0
U001837,London,mobile,132,2025-10-07,low,89.16,18.73,0
U001838,Birmingham,desktop,231,2025-06-30,low,52.12,16.77,1
U001839,London,mobile,248,2025-06-13,low,49.22,11.35,0
U001840,Manchester,mobile,135,2025-10-04,low,33.26,12.18,0
U001841,Leeds,mobile,38,2026-01-09,low,57.07,15.47,0
U001842,Leeds,mobile,24,2026-01-23,low,133.82,34.3,0
U001843,Glasgow,mobile,4,2026-02-12,low,72.69,26.76,0
U001844,Birmingham,mobile,516,2024-09-18,low,104.09,21.86,0
U001845,London,mobile,67,2025-12-11,low,184.11,51.43,0
U001846,London,tablet,59,2025-12-19,medium,85.21,23.35,0
U001847,London,mobile,332,2025-03-21,low,54.2,13.93,0
U001848,Birmingham,desktop,96,2025-11-12,low,95.3,36.44,0
U001849,Glasgow,mobile,176,2025-08-24,low,54.63,19.13,0
U001850,London,mobile,44,2026-01-03,low,55.84,11.88,0
U001851,Birmingham,mobile,803,2023-12-06,low,31.95,10.96,0
U001852,Birmingham,mobile,476,2024-10-28,low,122.66,37.47,0
U001853,Birmingham,desktop,498,2024-10-06,low,59.6,22.66,1
U001854,Birmingham,mobile,130,2025-10-09,low,81.46,21.39,0
U001855,London,mobile,359,2025-02-22,low,41.69,13.12,0
U001856,Liverpool,mobile,38,2026-01-09,low,93.67,28.11,0
U001857,Leeds,mobile,2,2026-02-14,low,48.47,14.44,0
U001858,Birmingham,mobile,5,2026-02-11,low,68.17,19.85,0
U001859,Leicester,desktop,220,2025-07-11,low,119.44,28.8,0
U001860,Liverpool,desktop,151,2025-09-18,low,113.85,39.98,0
U001861,Edinburgh,mobile,182,2025-08-18,low,72.81,21.13,0
U001862,London,mobile,1,2026-02-15,low,27.87,10.92,0
U001863,Bristol,mobile,137,2025-10-02,low,382.24,96.39,0
U001864,Norwich,mobile,316,2025-04-06,low,192.52,64.79,1
U001865,Birmingham,mobile,146,2025-09-23,medium,109.67,42.57,0
U001866,London,mobile,329,2025-03-24,low,48.7,16.2,1
U001867,London,mobile,66,2025-12-12,low,69.24,25.91,0
U001868,London,mobile,419,2024-12-24,low,54.66,19.98,0
U001869,Leicester,mobile,221,2025-07-10,low,147.69,40.18,0
U001870,Birmingham,mobile,59,2025-12-19,medium,85.15,27.25,0
U001871,London,mobile,67,2025-12-11,low,47.88,11.07,1
U001872,Leeds,mobile,247,2025-06-14,medium,56.89,17.47,0
U001873,Birmingham,desktop,442,2024-12-01,medium,136.54,33.6,1
U001874,Leicester,mobile,134,2025-10-05,low,177.69,61.97,1
U001875,Bristol,mobile,74,2025-12-04,low,170.82,52.2,0
U001876,Glasgow,mobile,504,2024-09-30,low,111.76,31.54,1
U001877,Leeds,desktop,276,2025-05-16,low,64.14,16.28,0
U001878,London,mobile,148,2025-09-21,low,12.39,4.95,0
U001879,Bristol,mobile,167,2025-09-02,low,86.79,18.6,1
U001880,Edinburgh,mobile,57,2025-12-21,low,73.63,15.37,1
U001881,Birmingham,desktop,246,2025-06-15,low,79.6,19.38,0
U001882,Glasgow,tablet,111,2025-10-28,low,75.92,29.93,0
U001883,Liverpool,mobile,1359,2022-05-29,medium,35.54,14.07,0
U001884,London,desktop,163,2025-09-06,low,100.14,33.15,0
U001885,Leeds,desktop,166,2025-09-03,low,104.35,39.24,0
U001886,London,desktop,208,2025-07-23,low,107.26,26.04,0
U001887,London,mobile,621,2024-06-05,low,124.04,48.92,0
U001888,Leicester,mobile,403,2025-01-09,low,102.74,23.48,0
U001889,Norwich,mobile,149,2025-09-20,low,58.82,12.95,0
U001890,London,desktop,317,2025-04-05,low,70.88,15.77,0
U001891,Manchester,mobile,220,2025-07-11,low,77.49,24.38,0
U001892,Liverpool,mobile,169,2025-08-31,low,78.2,27.85,0
U001893,London,mobile,53,2025-12-25,low,127.62,34.88,0
U001894,Bristol,desktop,155,2025-09-14,low,105.01,41.54,0
U001895,Leicester,desktop,70,2025-12-08,low,231.03,66.28,0
U001896,Glasgow,mobile,615,2024-06-11,low,248.03,57.07,0
U001897,London,desktop,102,2025-11-06,low,77.0,22.58,1
U001898,Manchester,mobile,760,2024-01-18,low,8.93,3.0,0
U001899,Liverpool,desktop,190,2025-08-10,medium,145.51,53.32,0
U001900,Bristol,mobile,249,2025-06-12,low,54.75,15.97,0
U001901,London,mobile,195,2025-08-05,low,47.43,15.12,1
U001902,Liverpool,desktop,34,2026-01-13,low,59.2,15.0,0
U001903,London,mobile,117,2025-10-22,low,57.65,18.98,1
U001904,Leicester,desktop,26,2026-01-21,low,103.21,40.99,0
U001905,London,mobile,243,2025-06-18,high,31.26,6.56,0
U001906,Birmingham,mobile,148,2025-09-21,low,40.74,15.37,1
U001907,Manchester,mobile,376,2025-02-05,low,89.01,27.81,0
U001908,London,mobile,62,2025-12-16,low,103.82,26.0,0
U001909,London,mobile,44,2026-01-03,low,104.88,41.01,0
U001910,London,mobile,130,2025-10-09,medium,47.8,14.18,0
U001911,Birmingham,mobile,652,2024-05-05,low,43.03,11.46,0
U001912,Norwich,mobile,309,2025-04-13,low,55.78,13.18,0
U001913,Manchester,tablet,135,2025-10-04,low,84.09,20.93,0
U001914,Leeds,tablet,182,2025-08-18,low,166.84,61.16,0
U001915,Leicester,mobile,21,2026-01-26,low,23.9,7.72,0
U001916,Birmingham,desktop,1042,2023-04-11,low,65.27,24.98,0
U001917,Glasgow,mobile,274,2025-05-18,low,35.41,8.73,0
U001918,Manchester,mobile,84,2025-11-24,low,29.7,6.66,0
U001919,Manchester,desktop,220,2025-07-11,low,125.44,25.24,0
U001920,Edinburgh,desktop,28,2026-01-19,low,99.44,29.99,0
U001921,London,mobile,844,2023-10-26,low,94.37,37.71,0
U001922,Glasgow,desktop,48,2025-12-30,low,122.31,41.46,0
U001923,Manchester,mobile,261,2025-05-31,low,56.61,14.81,0
U001924,Liverpool,tablet,70,2025-12-08,medium,58.09,21.81,0
U001925,London,mobile,316,2025-04-06,low,245.22,87.38,0
U001926,Glasgow,mobile,374,2025-02-07,low,64.35,13.07,0
U001927,Leeds,mobile,279,2025-05-13,low,110.42,40.12,0
U001928,Glasgow,mobile,238,2025-06-23,low,73.96,19.24,0
U001929,London,mobile,557,2024-08-08,low,26.67,6.13,0
U001930,Bristol,desktop,20,2026-01-27,medium,23.94,5.87,0
U001931,Bristol,mobile,100,2025-11-08,low,53.6,15.74,1
U001932,Bristol,mobile,71,2025-12-07,low,131.74,37.54,0
U001933,Glasgow,mobile,1106,2023-02-06,low,113.7,29.31,0
U001934,Edinburgh,mobile,123,2025-10-16,low,121.84,28.57,0
U001935,Liverpool,mobile,329,2025-03-24,low,42.83,15.09,0
U001936,London,mobile,288,2025-05-04,low,179.24,71.34,0
U001937,Birmingham,mobile,59,2025-12-19,low,43.35,15.41,1
U001938,Leeds,mobile,68,2025-12-10,low,82.85,21.47,0
U001939,London,mobile,82,2025-11-26,low,73.28,18.24,0
U001940,London,desktop,132,2025-10-07,low,66.98,16.31,0
U001941,London,desktop,66,2025-12-12,low,153.89,34.98,0
U001942,Liverpool,mobile,4,2026-02-12,high,50.01,15.52,0
U001943,Edinburgh,mobile,528,2024-09-06,low,35.08,11.26,0
U001944,Liverpool,mobile,842,2023-10-28,low,74.51,25.42,0
U001945,Leeds,mobile,104,2025-11-04,low,59.15,19.88,0
U001946,Leeds,mobile,103,2025-11-05,low,472.27,122.07,1
U001947,London,mobile,1,2026-02-15,medium,106.92,28.45,0
U001948,London,mobile,285,2025-05-07,medium,58.84,19.79,0
U001949,Leeds,mobile,436,2024-12-07,low,41.23,11.13,0
U001950,London,mobile,39,2026-01-08,medium,26.2,6.35,0
U001951,London,desktop,43,2026-01-04,low,41.94,11.53,0
U001952,Glasgow,tablet,390,2025-01-22,low,78.51,19.97,0
U001953,Leicester,mobile,239,2025-06-22,low,161.58,35.17,0
U001954,Norwich,mobile,11,2026-02-05,medium,136.58,49.99,1
U001955,Birmingham,desktop,243,2025-06-18,low,83.6,30.98,0
U001956,Glasgow,desktop,92,2025-11-16,low,61.7,15.05,1
U001957,Leeds,mobile,115,2025-10-24,low,85.44,18.2,0
U001958,Glasgow,mobile,367,2025-02-14,low,55.41,19.27,1
U001959,Liverpool,mobile,416,2024-12-27,low,189.63,45.95,0
U001960,London,mobile,127,2025-10-12,low,66.42,18.51,1
U001961,Manchester,mobile,735,2024-02-12,low,70.28,14.96,0
U001962,Birmingham,mobile,130,2025-10-09,low,21.79,5.34,0
U001963,Manchester,mobile,369,2025-02-12,low,66.19,23.73,0
U001964,Bristol,mobile,165,2025-09-04,low,116.75,42.13,0
U001965,Glasgow,desktop,569,2024-07-27,low,40.97,9.89,0
U001966,London,mobile,595,2024-07-01,low,48.77,13.03,0
U001967,Manchester,mobile,22,2026-01-25,low,113.98,25.86,1
U001968,London,mobile,689,2024-03-29,low,32.72,7.03,0
U001969,London,mobile,436,2024-12-07,medium,131.87,52.54,0
U001970,London,tablet,391,2025-01-21,high,55.0,18.21,0
U001971,Birmingham,mobile,56,2025-12-22,low,59.52,18.36,0
U001972,London,mobile,408,2025-01-04,low,39.72,14.03,0
U001973,Leeds,desktop,474,2024-10-30,medium,90.73,33.39,0
U001974,London,mobile,85,2025-11-23,low,285.13,103.03,0
U001975,Birmingham,desktop,760,2024-01-18,low,113.28,23.03,0
U001976,London,mobile,12,2026-02-04,high,45.82,10.88,1
U001977,Leeds,mobile,40,2026-01-07,low,137.63,45.55,0
U001978,Birmingham,mobile,192,2025-08-08,low,61.92,17.04,1
U001979,Birmingham,mobile,214,2025-07-17,low,156.96,62.23,0
U001980,London,desktop,259,2025-06-02,low,114.86,38.26,0
U001981,Liverpool,desktop,4,2026-02-12,low,14.6,5.71,0
U001982,Leeds,mobile,807,2023-12-02,low,42.43,10.19,0
U001983,Leeds,mobile,11,2026-02-05,low,123.89,46.19,0
U001984,London,desktop,38,2026-01-09,low,80.11,21.17,0
U001985,London,desktop,3,2026-02-13,medium,41.97,16.7,0
U001986,Leicester,mobile,209,2025-07-22,low,52.01,12.04,1
U001987,Leeds,mobile,673,2024-04-14,low,25.83,7.83,0
U001988,Leeds,mobile,274,2025-05-18,low,70.2,25.17,0
U001989,Leicester,desktop,432,2024-12-11,low,248.61,71.23,0
U001990,Liverpool,mobile,3,2026-02-13,low,114.75,33.69,0
U001991,London,mobile,195,2025-08-05,low,245.85,97.67,0
U001992,Glasgow,desktop,153,2025-09-16,low,119.74,34.13,0
U001993,London,mobile,172,2025-08-28,low,129.69,41.61,0
U001994,Liverpool,mobile,18,2026-01-29,low,218.27,46.04,0
U001995,Edinburgh,mobile,288,2025-05-04,low,90.69,33.42,0
U001996,Birmingham,mobile,174,2025-08-26,low,66.49,21.92,0
U001997,London,mobile,362,2025-02-19,low,130.06,36.52,0
U001998,London,mobile,166,2025-09-03,medium,163.96,33.32,0
U001999,London,mobile,40,2026-01-07,low,56.6,18.02,0
